"","state","district","category","type","date","crimes","total_population","total_gdp","lat","lon"
"502","Pahang","All","assault","rape","2021-01-01",113,1601.5,110854.767,3.60958130625,102.53426080625
"503","Pahang","All","assault","rape","2022-01-01",118,1614.3,123545.814,3.60958130625,102.53426080625
"504","Pahang","All","assault","rape","2023-01-01",119,1643.2,129919.665,3.60958130625,102.53426080625
"505","Pahang","All","assault","robbery_gang_armed","2016-01-01",0,1626.7,101780.815,3.60958130625,102.53426080625
"506","Pahang","All","assault","robbery_gang_armed","2017-01-01",1,1647,109286.943,3.60958130625,102.53426080625
"507","Pahang","All","assault","robbery_gang_armed","2018-01-01",2,1664.7,112551.039,3.60958130625,102.53426080625
"508","Pahang","All","assault","robbery_gang_armed","2019-01-01",1,1671.4,116821.39,3.60958130625,102.53426080625
"509","Pahang","All","assault","robbery_gang_armed","2020-01-01",0,1591.3,109743.321,3.60958130625,102.53426080625
"510","Pahang","All","assault","robbery_gang_armed","2021-01-01",0,1601.5,110854.767,3.60958130625,102.53426080625
"511","Pahang","All","assault","robbery_gang_armed","2022-01-01",1,1614.3,123545.814,3.60958130625,102.53426080625
"512","Pahang","All","assault","robbery_gang_armed","2023-01-01",0,1643.2,129919.665,3.60958130625,102.53426080625
"513","Pahang","All","assault","robbery_gang_unarmed","2016-01-01",234,1626.7,101780.815,3.60958130625,102.53426080625
"514","Pahang","All","assault","robbery_gang_unarmed","2017-01-01",201,1647,109286.943,3.60958130625,102.53426080625
"515","Pahang","All","assault","robbery_gang_unarmed","2018-01-01",164,1664.7,112551.039,3.60958130625,102.53426080625
"516","Pahang","All","assault","robbery_gang_unarmed","2019-01-01",152,1671.4,116821.39,3.60958130625,102.53426080625
"517","Pahang","All","assault","robbery_gang_unarmed","2020-01-01",58,1591.3,109743.321,3.60958130625,102.53426080625
"518","Pahang","All","assault","robbery_gang_unarmed","2021-01-01",40,1601.5,110854.767,3.60958130625,102.53426080625
"519","Pahang","All","assault","robbery_gang_unarmed","2022-01-01",41,1614.3,123545.814,3.60958130625,102.53426080625
"520","Pahang","All","assault","robbery_gang_unarmed","2023-01-01",63,1643.2,129919.665,3.60958130625,102.53426080625
"521","Pahang","All","assault","robbery_solo_armed","2016-01-01",1,1626.7,101780.815,3.60958130625,102.53426080625
"522","Pahang","All","assault","robbery_solo_armed","2017-01-01",0,1647,109286.943,3.60958130625,102.53426080625
"523","Pahang","All","assault","robbery_solo_armed","2018-01-01",0,1664.7,112551.039,3.60958130625,102.53426080625
"524","Pahang","All","assault","robbery_solo_armed","2019-01-01",0,1671.4,116821.39,3.60958130625,102.53426080625
"525","Pahang","All","assault","robbery_solo_armed","2020-01-01",0,1591.3,109743.321,3.60958130625,102.53426080625
"526","Pahang","All","assault","robbery_solo_armed","2021-01-01",0,1601.5,110854.767,3.60958130625,102.53426080625
"527","Pahang","All","assault","robbery_solo_armed","2022-01-01",0,1614.3,123545.814,3.60958130625,102.53426080625
"528","Pahang","All","assault","robbery_solo_armed","2023-01-01",0,1643.2,129919.665,3.60958130625,102.53426080625
"529","Pahang","All","assault","robbery_solo_unarmed","2016-01-01",58,1626.7,101780.815,3.60958130625,102.53426080625
"530","Pahang","All","assault","robbery_solo_unarmed","2017-01-01",87,1647,109286.943,3.60958130625,102.53426080625
"531","Pahang","All","assault","robbery_solo_unarmed","2018-01-01",90,1664.7,112551.039,3.60958130625,102.53426080625
"532","Pahang","All","assault","robbery_solo_unarmed","2019-01-01",86,1671.4,116821.39,3.60958130625,102.53426080625
"533","Pahang","All","assault","robbery_solo_unarmed","2020-01-01",86,1591.3,109743.321,3.60958130625,102.53426080625
"534","Pahang","All","assault","robbery_solo_unarmed","2021-01-01",45,1601.5,110854.767,3.60958130625,102.53426080625
"535","Pahang","All","assault","robbery_solo_unarmed","2022-01-01",32,1614.3,123545.814,3.60958130625,102.53426080625
"536","Pahang","All","assault","robbery_solo_unarmed","2023-01-01",54,1643.2,129919.665,3.60958130625,102.53426080625
"537","Pahang","All","property","break_in","2016-01-01",719,1626.7,101780.815,3.60958130625,102.53426080625
"538","Pahang","All","property","break_in","2017-01-01",794,1647,109286.943,3.60958130625,102.53426080625
"539","Pahang","All","property","break_in","2018-01-01",861,1664.7,112551.039,3.60958130625,102.53426080625
"540","Pahang","All","property","break_in","2019-01-01",718,1671.4,116821.39,3.60958130625,102.53426080625
"541","Pahang","All","property","break_in","2020-01-01",604,1591.3,109743.321,3.60958130625,102.53426080625
"542","Pahang","All","property","break_in","2021-01-01",478,1601.5,110854.767,3.60958130625,102.53426080625
"543","Pahang","All","property","break_in","2022-01-01",423,1614.3,123545.814,3.60958130625,102.53426080625
"544","Pahang","All","property","break_in","2023-01-01",387,1643.2,129919.665,3.60958130625,102.53426080625
"545","Pahang","All","property","theft_other","2016-01-01",651,1626.7,101780.815,3.60958130625,102.53426080625
"546","Pahang","All","property","theft_other","2017-01-01",712,1647,109286.943,3.60958130625,102.53426080625
"547","Pahang","All","property","theft_other","2018-01-01",1143,1664.7,112551.039,3.60958130625,102.53426080625
"548","Pahang","All","property","theft_other","2019-01-01",1086,1671.4,116821.39,3.60958130625,102.53426080625
"549","Pahang","All","property","theft_other","2020-01-01",712,1591.3,109743.321,3.60958130625,102.53426080625
"550","Pahang","All","property","theft_other","2021-01-01",771,1601.5,110854.767,3.60958130625,102.53426080625
"551","Pahang","All","property","theft_other","2022-01-01",648,1614.3,123545.814,3.60958130625,102.53426080625
"552","Pahang","All","property","theft_other","2023-01-01",570,1643.2,129919.665,3.60958130625,102.53426080625
"553","Pahang","All","property","theft_vehicle_lorry","2016-01-01",103,1626.7,101780.815,3.60958130625,102.53426080625
"554","Pahang","All","property","theft_vehicle_lorry","2017-01-01",58,1647,109286.943,3.60958130625,102.53426080625
"555","Pahang","All","property","theft_vehicle_lorry","2018-01-01",60,1664.7,112551.039,3.60958130625,102.53426080625
"556","Pahang","All","property","theft_vehicle_lorry","2019-01-01",29,1671.4,116821.39,3.60958130625,102.53426080625
"557","Pahang","All","property","theft_vehicle_lorry","2020-01-01",26,1591.3,109743.321,3.60958130625,102.53426080625
"558","Pahang","All","property","theft_vehicle_lorry","2021-01-01",13,1601.5,110854.767,3.60958130625,102.53426080625
"559","Pahang","All","property","theft_vehicle_lorry","2022-01-01",17,1614.3,123545.814,3.60958130625,102.53426080625
"560","Pahang","All","property","theft_vehicle_lorry","2023-01-01",24,1643.2,129919.665,3.60958130625,102.53426080625
"561","Pahang","All","property","theft_vehicle_motorcar","2016-01-01",254,1626.7,101780.815,3.60958130625,102.53426080625
"562","Pahang","All","property","theft_vehicle_motorcar","2017-01-01",214,1647,109286.943,3.60958130625,102.53426080625
"563","Pahang","All","property","theft_vehicle_motorcar","2018-01-01",155,1664.7,112551.039,3.60958130625,102.53426080625
"564","Pahang","All","property","theft_vehicle_motorcar","2019-01-01",130,1671.4,116821.39,3.60958130625,102.53426080625
"565","Pahang","All","property","theft_vehicle_motorcar","2020-01-01",100,1591.3,109743.321,3.60958130625,102.53426080625
"566","Pahang","All","property","theft_vehicle_motorcar","2021-01-01",69,1601.5,110854.767,3.60958130625,102.53426080625
"567","Pahang","All","property","theft_vehicle_motorcar","2022-01-01",89,1614.3,123545.814,3.60958130625,102.53426080625
"568","Pahang","All","property","theft_vehicle_motorcar","2023-01-01",99,1643.2,129919.665,3.60958130625,102.53426080625
"569","Pahang","All","property","theft_vehicle_motorcycle","2016-01-01",1399,1626.7,101780.815,3.60958130625,102.53426080625
"570","Pahang","All","property","theft_vehicle_motorcycle","2017-01-01",1173,1647,109286.943,3.60958130625,102.53426080625
"571","Pahang","All","property","theft_vehicle_motorcycle","2018-01-01",793,1664.7,112551.039,3.60958130625,102.53426080625
"572","Pahang","All","property","theft_vehicle_motorcycle","2019-01-01",713,1671.4,116821.39,3.60958130625,102.53426080625
"573","Pahang","All","property","theft_vehicle_motorcycle","2020-01-01",484,1591.3,109743.321,3.60958130625,102.53426080625
"574","Pahang","All","property","theft_vehicle_motorcycle","2021-01-01",312,1601.5,110854.767,3.60958130625,102.53426080625
"575","Pahang","All","property","theft_vehicle_motorcycle","2022-01-01",312,1614.3,123545.814,3.60958130625,102.53426080625
"576","Pahang","All","property","theft_vehicle_motorcycle","2023-01-01",386,1643.2,129919.665,3.60958130625,102.53426080625
"577","Perak","All","assault","causing_injury","2016-01-01",412,2482.1,131981.942,4.52432318181818,100.980321255682
"578","Perak","All","assault","causing_injury","2017-01-01",380,2493.2,138715.059,4.52432318181818,100.980321255682
"579","Perak","All","assault","causing_injury","2018-01-01",358,2503.5,146080.21,4.52432318181818,100.980321255682
"580","Perak","All","assault","causing_injury","2019-01-01",419,2508.8,151946.019,4.52432318181818,100.980321255682
"581","Perak","All","assault","causing_injury","2020-01-01",322,2496,148556.759,4.52432318181818,100.980321255682
"582","Perak","All","assault","causing_injury","2021-01-01",335,2515.8,153774.554,4.52432318181818,100.980321255682
"583","Perak","All","assault","causing_injury","2022-01-01",323,2514.4,160930.132,4.52432318181818,100.980321255682
"584","Perak","All","assault","causing_injury","2023-01-01",334,2541.2,165150.948,4.52432318181818,100.980321255682
"585","Perak","All","assault","murder","2016-01-01",42,2482.1,131981.942,4.52432318181818,100.980321255682
"586","Perak","All","assault","murder","2017-01-01",35,2493.2,138715.059,4.52432318181818,100.980321255682
"587","Perak","All","assault","murder","2018-01-01",33,2503.5,146080.21,4.52432318181818,100.980321255682
"588","Perak","All","assault","murder","2019-01-01",31,2508.8,151946.019,4.52432318181818,100.980321255682
"589","Perak","All","assault","murder","2020-01-01",22,2496,148556.759,4.52432318181818,100.980321255682
"590","Perak","All","assault","murder","2021-01-01",27,2515.8,153774.554,4.52432318181818,100.980321255682
"591","Perak","All","assault","murder","2022-01-01",27,2514.4,160930.132,4.52432318181818,100.980321255682
"592","Perak","All","assault","murder","2023-01-01",30,2541.2,165150.948,4.52432318181818,100.980321255682
"593","Perak","All","assault","rape","2016-01-01",96,2482.1,131981.942,4.52432318181818,100.980321255682
"594","Perak","All","assault","rape","2017-01-01",95,2493.2,138715.059,4.52432318181818,100.980321255682
"595","Perak","All","assault","rape","2018-01-01",104,2503.5,146080.21,4.52432318181818,100.980321255682
"596","Perak","All","assault","rape","2019-01-01",102,2508.8,151946.019,4.52432318181818,100.980321255682
"597","Perak","All","assault","rape","2020-01-01",74,2496,148556.759,4.52432318181818,100.980321255682
"598","Perak","All","assault","rape","2021-01-01",96,2515.8,153774.554,4.52432318181818,100.980321255682
"599","Perak","All","assault","rape","2022-01-01",100,2514.4,160930.132,4.52432318181818,100.980321255682
"600","Perak","All","assault","rape","2023-01-01",114,2541.2,165150.948,4.52432318181818,100.980321255682
"601","Perak","All","assault","robbery_gang_armed","2016-01-01",8,2482.1,131981.942,4.52432318181818,100.980321255682
"602","Perak","All","assault","robbery_gang_armed","2017-01-01",4,2493.2,138715.059,4.52432318181818,100.980321255682
"603","Perak","All","assault","robbery_gang_armed","2018-01-01",1,2503.5,146080.21,4.52432318181818,100.980321255682
"604","Perak","All","assault","robbery_gang_armed","2019-01-01",2,2508.8,151946.019,4.52432318181818,100.980321255682
"605","Perak","All","assault","robbery_gang_armed","2020-01-01",1,2496,148556.759,4.52432318181818,100.980321255682
"606","Perak","All","assault","robbery_gang_armed","2021-01-01",0,2515.8,153774.554,4.52432318181818,100.980321255682
"607","Perak","All","assault","robbery_gang_armed","2022-01-01",1,2514.4,160930.132,4.52432318181818,100.980321255682
"608","Perak","All","assault","robbery_gang_armed","2023-01-01",1,2541.2,165150.948,4.52432318181818,100.980321255682
"609","Perak","All","assault","robbery_gang_unarmed","2016-01-01",539,2482.1,131981.942,4.52432318181818,100.980321255682
"610","Perak","All","assault","robbery_gang_unarmed","2017-01-01",426,2493.2,138715.059,4.52432318181818,100.980321255682
"611","Perak","All","assault","robbery_gang_unarmed","2018-01-01",365,2503.5,146080.21,4.52432318181818,100.980321255682
"612","Perak","All","assault","robbery_gang_unarmed","2019-01-01",382,2508.8,151946.019,4.52432318181818,100.980321255682
"613","Perak","All","assault","robbery_gang_unarmed","2020-01-01",125,2496,148556.759,4.52432318181818,100.980321255682
"614","Perak","All","assault","robbery_gang_unarmed","2021-01-01",179,2515.8,153774.554,4.52432318181818,100.980321255682
"615","Perak","All","assault","robbery_gang_unarmed","2022-01-01",204,2514.4,160930.132,4.52432318181818,100.980321255682
"616","Perak","All","assault","robbery_gang_unarmed","2023-01-01",222,2541.2,165150.948,4.52432318181818,100.980321255682
"617","Perak","All","assault","robbery_solo_armed","2016-01-01",1,2482.1,131981.942,4.52432318181818,100.980321255682
"618","Perak","All","assault","robbery_solo_armed","2017-01-01",0,2493.2,138715.059,4.52432318181818,100.980321255682
"619","Perak","All","assault","robbery_solo_armed","2018-01-01",2,2503.5,146080.21,4.52432318181818,100.980321255682
"620","Perak","All","assault","robbery_solo_armed","2019-01-01",0,2508.8,151946.019,4.52432318181818,100.980321255682
"621","Perak","All","assault","robbery_solo_armed","2020-01-01",1,2496,148556.759,4.52432318181818,100.980321255682
"622","Perak","All","assault","robbery_solo_armed","2021-01-01",0,2515.8,153774.554,4.52432318181818,100.980321255682
"623","Perak","All","assault","robbery_solo_armed","2022-01-01",0,2514.4,160930.132,4.52432318181818,100.980321255682
"624","Perak","All","assault","robbery_solo_armed","2023-01-01",0,2541.2,165150.948,4.52432318181818,100.980321255682
"625","Perak","All","assault","robbery_solo_unarmed","2016-01-01",197,2482.1,131981.942,4.52432318181818,100.980321255682
"626","Perak","All","assault","robbery_solo_unarmed","2017-01-01",200,2493.2,138715.059,4.52432318181818,100.980321255682
"627","Perak","All","assault","robbery_solo_unarmed","2018-01-01",142,2503.5,146080.21,4.52432318181818,100.980321255682
"628","Perak","All","assault","robbery_solo_unarmed","2019-01-01",167,2508.8,151946.019,4.52432318181818,100.980321255682
"629","Perak","All","assault","robbery_solo_unarmed","2020-01-01",244,2496,148556.759,4.52432318181818,100.980321255682
"630","Perak","All","assault","robbery_solo_unarmed","2021-01-01",110,2515.8,153774.554,4.52432318181818,100.980321255682
"631","Perak","All","assault","robbery_solo_unarmed","2022-01-01",115,2514.4,160930.132,4.52432318181818,100.980321255682
"632","Perak","All","assault","robbery_solo_unarmed","2023-01-01",151,2541.2,165150.948,4.52432318181818,100.980321255682
"633","Perak","All","property","break_in","2016-01-01",915,2482.1,131981.942,4.52432318181818,100.980321255682
"634","Perak","All","property","break_in","2017-01-01",859,2493.2,138715.059,4.52432318181818,100.980321255682
"635","Perak","All","property","break_in","2018-01-01",1023,2503.5,146080.21,4.52432318181818,100.980321255682
"636","Perak","All","property","break_in","2019-01-01",1064,2508.8,151946.019,4.52432318181818,100.980321255682
"637","Perak","All","property","break_in","2020-01-01",666,2496,148556.759,4.52432318181818,100.980321255682
"638","Perak","All","property","break_in","2021-01-01",614,2515.8,153774.554,4.52432318181818,100.980321255682
"639","Perak","All","property","break_in","2022-01-01",724,2514.4,160930.132,4.52432318181818,100.980321255682
"640","Perak","All","property","break_in","2023-01-01",835,2541.2,165150.948,4.52432318181818,100.980321255682
"641","Perak","All","property","theft_other","2016-01-01",1015,2482.1,131981.942,4.52432318181818,100.980321255682
"642","Perak","All","property","theft_other","2017-01-01",1013,2493.2,138715.059,4.52432318181818,100.980321255682
"643","Perak","All","property","theft_other","2018-01-01",1041,2503.5,146080.21,4.52432318181818,100.980321255682
"644","Perak","All","property","theft_other","2019-01-01",1091,2508.8,151946.019,4.52432318181818,100.980321255682
"645","Perak","All","property","theft_other","2020-01-01",788,2496,148556.759,4.52432318181818,100.980321255682
"646","Perak","All","property","theft_other","2021-01-01",811,2515.8,153774.554,4.52432318181818,100.980321255682
"647","Perak","All","property","theft_other","2022-01-01",924,2514.4,160930.132,4.52432318181818,100.980321255682
"648","Perak","All","property","theft_other","2023-01-01",1070,2541.2,165150.948,4.52432318181818,100.980321255682
"649","Perak","All","property","theft_vehicle_lorry","2016-01-01",118,2482.1,131981.942,4.52432318181818,100.980321255682
"650","Perak","All","property","theft_vehicle_lorry","2017-01-01",81,2493.2,138715.059,4.52432318181818,100.980321255682
"651","Perak","All","property","theft_vehicle_lorry","2018-01-01",101,2503.5,146080.21,4.52432318181818,100.980321255682
"652","Perak","All","property","theft_vehicle_lorry","2019-01-01",58,2508.8,151946.019,4.52432318181818,100.980321255682
"653","Perak","All","property","theft_vehicle_lorry","2020-01-01",40,2496,148556.759,4.52432318181818,100.980321255682
"654","Perak","All","property","theft_vehicle_lorry","2021-01-01",23,2515.8,153774.554,4.52432318181818,100.980321255682
"655","Perak","All","property","theft_vehicle_lorry","2022-01-01",37,2514.4,160930.132,4.52432318181818,100.980321255682
"656","Perak","All","property","theft_vehicle_lorry","2023-01-01",27,2541.2,165150.948,4.52432318181818,100.980321255682
"657","Perak","All","property","theft_vehicle_motorcar","2016-01-01",386,2482.1,131981.942,4.52432318181818,100.980321255682
"658","Perak","All","property","theft_vehicle_motorcar","2017-01-01",321,2493.2,138715.059,4.52432318181818,100.980321255682
"659","Perak","All","property","theft_vehicle_motorcar","2018-01-01",286,2503.5,146080.21,4.52432318181818,100.980321255682
"660","Perak","All","property","theft_vehicle_motorcar","2019-01-01",237,2508.8,151946.019,4.52432318181818,100.980321255682
"661","Perak","All","property","theft_vehicle_motorcar","2020-01-01",168,2496,148556.759,4.52432318181818,100.980321255682
"662","Perak","All","property","theft_vehicle_motorcar","2021-01-01",121,2515.8,153774.554,4.52432318181818,100.980321255682
"663","Perak","All","property","theft_vehicle_motorcar","2022-01-01",196,2514.4,160930.132,4.52432318181818,100.980321255682
"664","Perak","All","property","theft_vehicle_motorcar","2023-01-01",194,2541.2,165150.948,4.52432318181818,100.980321255682
"665","Perak","All","property","theft_vehicle_motorcycle","2016-01-01",2112,2482.1,131981.942,4.52432318181818,100.980321255682
"666","Perak","All","property","theft_vehicle_motorcycle","2017-01-01",1912,2493.2,138715.059,4.52432318181818,100.980321255682
"667","Perak","All","property","theft_vehicle_motorcycle","2018-01-01",1672,2503.5,146080.21,4.52432318181818,100.980321255682
"668","Perak","All","property","theft_vehicle_motorcycle","2019-01-01",1359,2508.8,151946.019,4.52432318181818,100.980321255682
"669","Perak","All","property","theft_vehicle_motorcycle","2020-01-01",937,2496,148556.759,4.52432318181818,100.980321255682
"670","Perak","All","property","theft_vehicle_motorcycle","2021-01-01",609,2515.8,153774.554,4.52432318181818,100.980321255682
"671","Perak","All","property","theft_vehicle_motorcycle","2022-01-01",609,2514.4,160930.132,4.52432318181818,100.980321255682
"672","Perak","All","property","theft_vehicle_motorcycle","2023-01-01",594,2541.2,165150.948,4.52432318181818,100.980321255682
"673","Perlis","All","assault","causing_injury","2016-01-01",52,251,11156.171,6.48635416666667,100.2250625
"674","Perlis","All","assault","causing_injury","2017-01-01",47,252,11377.708,6.48635416666667,100.2250625
"675","Perlis","All","assault","causing_injury","2018-01-01",45,253.5,11796.07,6.48635416666667,100.2250625
"676","Perlis","All","assault","causing_injury","2019-01-01",60,254,12307.761,6.48635416666667,100.2250625
"677","Perlis","All","assault","causing_injury","2020-01-01",40,284.9,11475.709,6.48635416666667,100.2250625
"678","Perlis","All","assault","causing_injury","2021-01-01",38,287.6,11820.437,6.48635416666667,100.2250625
"679","Perlis","All","assault","causing_injury","2022-01-01",33,289.8,12518.711,6.48635416666667,100.2250625
"680","Perlis","All","assault","causing_injury","2023-01-01",24,293.1,12692.014,6.48635416666667,100.2250625
"681","Perlis","All","assault","murder","2016-01-01",0,251,11156.171,6.48635416666667,100.2250625
"682","Perlis","All","assault","murder","2017-01-01",2,252,11377.708,6.48635416666667,100.2250625
"683","Perlis","All","assault","murder","2018-01-01",1,253.5,11796.07,6.48635416666667,100.2250625
"684","Perlis","All","assault","murder","2019-01-01",1,254,12307.761,6.48635416666667,100.2250625
"685","Perlis","All","assault","murder","2020-01-01",2,284.9,11475.709,6.48635416666667,100.2250625
"686","Perlis","All","assault","murder","2021-01-01",2,287.6,11820.437,6.48635416666667,100.2250625
"687","Perlis","All","assault","murder","2022-01-01",0,289.8,12518.711,6.48635416666667,100.2250625
"688","Perlis","All","assault","murder","2023-01-01",3,293.1,12692.014,6.48635416666667,100.2250625
"689","Perlis","All","assault","rape","2016-01-01",31,251,11156.171,6.48635416666667,100.2250625
"690","Perlis","All","assault","rape","2017-01-01",30,252,11377.708,6.48635416666667,100.2250625
"691","Perlis","All","assault","rape","2018-01-01",30,253.5,11796.07,6.48635416666667,100.2250625
"692","Perlis","All","assault","rape","2019-01-01",24,254,12307.761,6.48635416666667,100.2250625
"693","Perlis","All","assault","rape","2020-01-01",19,284.9,11475.709,6.48635416666667,100.2250625
"694","Perlis","All","assault","rape","2021-01-01",28,287.6,11820.437,6.48635416666667,100.2250625
"695","Perlis","All","assault","rape","2022-01-01",31,289.8,12518.711,6.48635416666667,100.2250625
"696","Perlis","All","assault","rape","2023-01-01",28,293.1,12692.014,6.48635416666667,100.2250625
"697","Perlis","All","assault","robbery_gang_armed","2016-01-01",0,251,11156.171,6.48635416666667,100.2250625
"698","Perlis","All","assault","robbery_gang_armed","2017-01-01",0,252,11377.708,6.48635416666667,100.2250625
"699","Perlis","All","assault","robbery_gang_armed","2018-01-01",0,253.5,11796.07,6.48635416666667,100.2250625
"700","Perlis","All","assault","robbery_gang_armed","2019-01-01",1,254,12307.761,6.48635416666667,100.2250625
"701","Perlis","All","assault","robbery_gang_armed","2020-01-01",0,284.9,11475.709,6.48635416666667,100.2250625
"702","Perlis","All","assault","robbery_gang_armed","2021-01-01",0,287.6,11820.437,6.48635416666667,100.2250625
"703","Perlis","All","assault","robbery_gang_armed","2022-01-01",0,289.8,12518.711,6.48635416666667,100.2250625
"704","Perlis","All","assault","robbery_gang_armed","2023-01-01",1,293.1,12692.014,6.48635416666667,100.2250625
"705","Perlis","All","assault","robbery_gang_unarmed","2016-01-01",17,251,11156.171,6.48635416666667,100.2250625
"706","Perlis","All","assault","robbery_gang_unarmed","2017-01-01",25,252,11377.708,6.48635416666667,100.2250625
"707","Perlis","All","assault","robbery_gang_unarmed","2018-01-01",17,253.5,11796.07,6.48635416666667,100.2250625
"708","Perlis","All","assault","robbery_gang_unarmed","2019-01-01",14,254,12307.761,6.48635416666667,100.2250625
"709","Perlis","All","assault","robbery_gang_unarmed","2020-01-01",9,284.9,11475.709,6.48635416666667,100.2250625
"710","Perlis","All","assault","robbery_gang_unarmed","2021-01-01",7,287.6,11820.437,6.48635416666667,100.2250625
"711","Perlis","All","assault","robbery_gang_unarmed","2022-01-01",5,289.8,12518.711,6.48635416666667,100.2250625
"712","Perlis","All","assault","robbery_gang_unarmed","2023-01-01",9,293.1,12692.014,6.48635416666667,100.2250625
"713","Perlis","All","assault","robbery_solo_armed","2016-01-01",0,251,11156.171,6.48635416666667,100.2250625
"714","Perlis","All","assault","robbery_solo_armed","2017-01-01",0,252,11377.708,6.48635416666667,100.2250625
"715","Perlis","All","assault","robbery_solo_armed","2018-01-01",0,253.5,11796.07,6.48635416666667,100.2250625
"716","Perlis","All","assault","robbery_solo_armed","2019-01-01",0,254,12307.761,6.48635416666667,100.2250625
"717","Perlis","All","assault","robbery_solo_armed","2020-01-01",0,284.9,11475.709,6.48635416666667,100.2250625
"718","Perlis","All","assault","robbery_solo_armed","2021-01-01",0,287.6,11820.437,6.48635416666667,100.2250625
"719","Perlis","All","assault","robbery_solo_armed","2022-01-01",0,289.8,12518.711,6.48635416666667,100.2250625
"720","Perlis","All","assault","robbery_solo_armed","2023-01-01",0,293.1,12692.014,6.48635416666667,100.2250625
"721","Perlis","All","assault","robbery_solo_unarmed","2016-01-01",9,251,11156.171,6.48635416666667,100.2250625
"722","Perlis","All","assault","robbery_solo_unarmed","2017-01-01",28,252,11377.708,6.48635416666667,100.2250625
"723","Perlis","All","assault","robbery_solo_unarmed","2018-01-01",33,253.5,11796.07,6.48635416666667,100.2250625
"724","Perlis","All","assault","robbery_solo_unarmed","2019-01-01",21,254,12307.761,6.48635416666667,100.2250625
"725","Perlis","All","assault","robbery_solo_unarmed","2020-01-01",11,284.9,11475.709,6.48635416666667,100.2250625
"726","Perlis","All","assault","robbery_solo_unarmed","2021-01-01",5,287.6,11820.437,6.48635416666667,100.2250625
"727","Perlis","All","assault","robbery_solo_unarmed","2022-01-01",13,289.8,12518.711,6.48635416666667,100.2250625
"728","Perlis","All","assault","robbery_solo_unarmed","2023-01-01",10,293.1,12692.014,6.48635416666667,100.2250625
"729","Perlis","All","property","break_in","2016-01-01",85,251,11156.171,6.48635416666667,100.2250625
"730","Perlis","All","property","break_in","2017-01-01",88,252,11377.708,6.48635416666667,100.2250625
"731","Perlis","All","property","break_in","2018-01-01",54,253.5,11796.07,6.48635416666667,100.2250625
"732","Perlis","All","property","break_in","2019-01-01",111,254,12307.761,6.48635416666667,100.2250625
"733","Perlis","All","property","break_in","2020-01-01",155,284.9,11475.709,6.48635416666667,100.2250625
"734","Perlis","All","property","break_in","2021-01-01",102,287.6,11820.437,6.48635416666667,100.2250625
"735","Perlis","All","property","break_in","2022-01-01",101,289.8,12518.711,6.48635416666667,100.2250625
"736","Perlis","All","property","break_in","2023-01-01",94,293.1,12692.014,6.48635416666667,100.2250625
"737","Perlis","All","property","theft_other","2016-01-01",209,251,11156.171,6.48635416666667,100.2250625
"738","Perlis","All","property","theft_other","2017-01-01",182,252,11377.708,6.48635416666667,100.2250625
"739","Perlis","All","property","theft_other","2018-01-01",192,253.5,11796.07,6.48635416666667,100.2250625
"740","Perlis","All","property","theft_other","2019-01-01",187,254,12307.761,6.48635416666667,100.2250625
"741","Perlis","All","property","theft_other","2020-01-01",158,284.9,11475.709,6.48635416666667,100.2250625
"742","Perlis","All","property","theft_other","2021-01-01",195,287.6,11820.437,6.48635416666667,100.2250625
"743","Perlis","All","property","theft_other","2022-01-01",156,289.8,12518.711,6.48635416666667,100.2250625
"744","Perlis","All","property","theft_other","2023-01-01",115,293.1,12692.014,6.48635416666667,100.2250625
"745","Perlis","All","property","theft_vehicle_lorry","2016-01-01",4,251,11156.171,6.48635416666667,100.2250625
"746","Perlis","All","property","theft_vehicle_lorry","2017-01-01",5,252,11377.708,6.48635416666667,100.2250625
"747","Perlis","All","property","theft_vehicle_lorry","2018-01-01",2,253.5,11796.07,6.48635416666667,100.2250625
"748","Perlis","All","property","theft_vehicle_lorry","2019-01-01",2,254,12307.761,6.48635416666667,100.2250625
"749","Perlis","All","property","theft_vehicle_lorry","2020-01-01",0,284.9,11475.709,6.48635416666667,100.2250625
"750","Perlis","All","property","theft_vehicle_lorry","2021-01-01",0,287.6,11820.437,6.48635416666667,100.2250625
"751","Perlis","All","property","theft_vehicle_lorry","2022-01-01",2,289.8,12518.711,6.48635416666667,100.2250625
"752","Perlis","All","property","theft_vehicle_lorry","2023-01-01",0,293.1,12692.014,6.48635416666667,100.2250625
"753","Perlis","All","property","theft_vehicle_motorcar","2016-01-01",20,251,11156.171,6.48635416666667,100.2250625
"754","Perlis","All","property","theft_vehicle_motorcar","2017-01-01",11,252,11377.708,6.48635416666667,100.2250625
"755","Perlis","All","property","theft_vehicle_motorcar","2018-01-01",14,253.5,11796.07,6.48635416666667,100.2250625
"756","Perlis","All","property","theft_vehicle_motorcar","2019-01-01",17,254,12307.761,6.48635416666667,100.2250625
"757","Perlis","All","property","theft_vehicle_motorcar","2020-01-01",6,284.9,11475.709,6.48635416666667,100.2250625
"758","Perlis","All","property","theft_vehicle_motorcar","2021-01-01",3,287.6,11820.437,6.48635416666667,100.2250625
"759","Perlis","All","property","theft_vehicle_motorcar","2022-01-01",8,289.8,12518.711,6.48635416666667,100.2250625
"760","Perlis","All","property","theft_vehicle_motorcar","2023-01-01",4,293.1,12692.014,6.48635416666667,100.2250625
